STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,TRANSACTION,Transaction,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,CIVIL_STATUS,Civil status,HOUSEHOLD_TYPE,Household type,INCOME_PRINCIPAL,Earnings of the principal,INCOME_SPOUSE,Earnings of the spouse,LEVEL,Level,TAX_BASE,Tax base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CZE,Czechia,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,584743.637889,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,DNK,Denmark,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,537071.115052,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,EST,Estonia,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,25603.157622,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,FIN,Finland,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,55462.100093,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,FRA,France,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,45964.378978,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,DEU,Germany,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,66700.043591,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,GRC,Greece,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,26562.579109,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,HUN,Hungary,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,8455487.311176,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ISL,Iceland,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,12433526.866578,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,IRL,Ireland,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,60257.780227,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ISR,Israel,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,209735.374686,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ITA,Italy,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,36593.932167,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,JPN,Japan,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,5703038.490627,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,KOR,Korea,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,56749796.536392,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LVA,Latvia,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,21320.854934,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LTU,Lithuania,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,28473.619829,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LUX,Luxembourg,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,77844.332108,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,MEX,Mexico,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,219608.225941,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NLD,Netherlands,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,69028.457785,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NZL,New Zealand,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,83073,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NOR,Norway,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,801694.997447,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,POL,Poland,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,105737.51428,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,PRT,Portugal,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,24253.97963,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,SVK,Slovak Republic,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,19590.427201,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,SVN,Slovenia,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,30135.4194,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ESP,Spain,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,32678.398389,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,SWE,Sweden,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,557053.314182,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CHE,Switzerland,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,100714.666477,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,TUR,Türkiye,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,833120.219588,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,GBR,United Kingdom,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,55982.587454,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,USA,United States,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,73520.082531,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,AUS,Australia,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,78814.569407,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,AUT,Austria,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,86370.040659,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,BEL,Belgium,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,87529.651577,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CAN,Canada,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,81745.30575,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CHL,Chile,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,30500.794023,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,COL,Colombia,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,20533.858314,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CRI,Costa Rica,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,33482.134944,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CZE,Czechia,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,45133.279468,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,DNK,Denmark,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,88453.705523,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,EST,Estonia,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,43448.170842,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,FIN,Finland,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,73498.659236,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,FRA,France,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,67272.649205,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,DEU,Germany,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,93985.110174,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,GRC,Greece,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,50974.447,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,HUN,Hungary,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,45966.979773,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ISL,Iceland,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,83562.908601,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,IRL,Ireland,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,80970.032192,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ISR,Israel,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,59178.201685,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ITA,Italy,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,60502.62252,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,JPN,Japan,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,59729.258975,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,KOR,Korea,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,67593.727024,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LVA,Latvia,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,42975.030219,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LTU,Lithuania,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,56642.771055,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LUX,Luxembourg,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,93202.517297,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,MEX,Mexico,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,21239.312179,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NLD,Netherlands,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,92904.558675,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NZL,New Zealand,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,56533.961592,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NOR,Norway,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,87721.968569,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,POL,Poland,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,53558.228036,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,PRT,Portugal,A,Annual,_Z,Not applicable,WGE,Average wage,USD_PPP,"US dollars, PPP converted",S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,45882.41288,,1,One,A,Normal value,0,Units
